Row ID,Order ID,Customer Key,Product Key,Order Date ID,Ship Date ID,Ship Mode ID,Location ID,Sales,Quantity,Discount,Revenue_Before_Discount,Profit,Profit_Margin,Ship_Duration,High_Discount_Flag
40,CA-2015-117415,18,39,18,621,2,17,212.058,3,0.3,302.94,-15.147,-0.07142857142857144,4,1
41,CA-2015-117415,18,40,18,621,2,17,371.168,4,0.2,463.96,41.7564,0.1125,4,0
42,CA-2017-120999,19,41,19,176,2,18,147.168,4,0.2,183.96,16.5564,0.11249999999999999,5,0
43,CA-2016-101343,20,42,20,406,2,14,77.88,2,0.0,77.88,3.894,0.05,5,0
44,CA-2017-139619,21,43,21,398,2,19,95.616,2,0.2,119.52,9.5616,0.1,4,0
45,CA-2016-118255,22,44,22,70,3,20,45.98,2,0.0,45.98,19.7714,0.43000000000000005,2,0
46,CA-2016-118255,22,45,22,70,3,20,17.46,2,0.0,17.46,8.2062,0.47000000000000003,2,0
47,CA-2014-146703,23,46,23,1090,1,21,211.96,4,0.0,211.96,8.4784,0.04,5,0
48,CA-2016-169194,24,47,24,675,2,22,45.0,3,0.0,45.0,4.95,0.11,5,0
49,CA-2016-169194,24,48,24,675,2,22,21.8,2,0.0,21.8,6.104,0.27999999999999997,5,0
50,CA-2015-115742,25,49,25,1101,2,23,38.22,6,0.0,38.22,17.9634,0.47000000000000003,4,0
51,CA-2015-115742,25,50,25,1101,2,23,75.18,6,0.0,75.18,35.3346,0.47,4,0
52,CA-2015-115742,25,51,25,1101,2,23,6.16,2,0.0,6.16,2.9568,0.48,4,0
53,CA-2015-115742,25,52,25,1101,2,23,89.99,1,0.0,89.99,17.0981,0.19,4,0
54,CA-2016-105816,26,53,26,908,2,24,15.26,7,0.0,15.26,6.2566,0.41,6,0
55,CA-2016-105816,26,54,26,908,2,24,1029.95,5,0.0,1029.95,298.6855,0.29,6,0
56,CA-2016-111682,27,55,27,1134,3,25,208.56,6,0.0,208.56,52.14,0.25,1,0
57,CA-2016-111682,27,56,27,1134,3,25,32.4,5,0.0,32.4,15.552,0.48,1,0
58,CA-2016-111682,27,57,27,1134,3,25,319.41,5,0.1,354.90000000000003,7.098,0.02222222222222222,1,0
59,CA-2016-111682,27,58,27,1134,3,25,14.56,2,0.0,14.56,6.9888,0.48,1,0
60,CA-2016-111682,27,47,27,1134,3,25,30.0,2,0.0,30.0,3.3,0.11,1,0
61,CA-2016-111682,27,59,27,1134,3,25,48.48,4,0.2,60.599999999999994,16.362,0.33749999999999997,1,0
62,CA-2016-111682,27,60,27,1134,3,25,1.68,1,0.0,1.68,0.84,0.5,1,0
63,CA-2015-135545,28,61,28,673,2,26,13.98,2,0.0,13.98,6.1512,0.44,6,0
64,CA-2015-135545,28,62,28,673,2,26,25.824,6,0.2,32.28,9.3612,0.3625,6,0
65,CA-2015-135545,28,63,28,673,2,26,146.73,3,0.0,146.73,68.9631,0.47000000000000003,6,0
66,CA-2015-135545,28,64,28,673,2,26,79.76,4,0.0,79.76,22.3328,0.27999999999999997,6,0
67,US-2015-164175,29,65,29,1241,2,27,213.115,5,0.3,304.45000000000005,-15.2225,-0.07142857142857142,5,1
68,CA-2014-106376,30,66,30,326,2,28,1113.024,8,0.2,1391.2799999999997,111.3024,0.10000000000000002,5,0
69,CA-2014-106376,30,67,30,326,2,28,167.968,4,0.2,209.95999999999998,62.988,0.375,5,0
70,CA-2016-119823,31,68,31,113,3,29,75.88,2,0.0,75.88,35.6636,0.4700000000000001,2,0
71,CA-2016-106075,32,69,32,714,2,30,4.616,1,0.2,5.77,1.731,0.37500000000000006,5,0
72,CA-2017-114440,15,70,33,698,1,31,19.05,3,0.0,19.05,8.763,0.45999999999999996,3,0
73,US-2015-134026,33,71,34,943,2,32,831.936,8,0.2,1039.92,-114.3912,-0.13749999999999998,6,0
74,US-2015-134026,33,72,34,943,2,32,97.04,2,0.2,121.3,1.213,0.0125,6,0
75,US-2015-134026,33,73,34,943,2,32,72.784,1,0.2,90.98,-18.196,-0.25,6,0
76,US-2017-118038,34,74,35,158,3,17,1.248,3,0.8,6.240000000000001,-1.9344,-1.5499999999999998,2,1
77,US-2017-118038,34,75,35,158,3,17,9.708,3,0.6,24.27,-5.8248,-0.6,2,1
78,US-2017-118038,34,76,35,158,3,17,27.24,3,0.2,34.05,2.724,0.10000000000000002,2,0
79,US-2014-147606,33,77,36,589,1,33,19.3,5,0.6,48.25,-14.475,-0.75,5,1
80,CA-2016-127208,35,78,2,1086,3,34,208.16,1,0.0,208.16,56.2032,0.27,3,0
81,CA-2016-127208,35,79,2,1086,3,34,16.74,3,0.0,16.74,8.0352,0.48000000000000004,3,0
82,CA-2014-139451,36,80,37,1080,2,35,14.9,5,0.0,14.9,4.172,0.27999999999999997,4,0
83,CA-2014-139451,36,81,37,1080,2,35,21.39,1,0.0,21.39,6.2031,0.29,4,0
84,CA-2015-149734,37,82,38,1015,2,36,200.984,7,0.2,251.23,62.8075,0.3125,5,0
85,US-2017-119662,38,83,39,674,3,37,230.376,3,0.2,287.96999999999997,-48.9549,-0.2125,3,0
86,CA-2017-140088,23,84,40,1110,1,38,301.96,2,0.0,301.96,33.2156,0.11000000000000001,2,0
87,CA-2017-155558,39,85,41,809,2,39,19.99,1,0.0,19.99,6.7966,0.34,7,0
88,CA-2017-155558,39,86,41,809,2,39,6.16,2,0.0,6.16,2.9568,0.48,7,0
89,CA-2016-159695,40,87,42,343,1,15,158.368,7,0.2,197.95999999999998,13.8572,0.08750000000000001,5,0
90,CA-2016-109806,41,88,43,898,2,2,20.1,3,0.0,20.1,6.633,0.32999999999999996,5,0
91,CA-2016-109806,41,41,43,898,2,2,73.584,2,0.2,91.98,8.2782,0.11249999999999999,5,0
92,CA-2016-109806,41,89,43,898,2,2,6.48,1,0.0,6.48,3.1104,0.4799999999999999,5,0
93,CA-2015-149587,42,90,44,1242,1,40,12.96,2,0.0,12.96,6.2208,0.4799999999999999,5,0
94,CA-2015-149587,42,91,44,1242,1,40,53.34,3,0.0,53.34,16.5354,0.30999999999999994,5,0
95,CA-2015-149587,42,92,44,1242,1,40,32.96,2,0.0,32.96,16.1504,0.49000000000000005,5,0
96,US-2017-109484,43,93,45,106,2,41,5.682,1,0.7,18.939999999999998,-3.788,-0.6666666666666666,6,1
97,CA-2017-161018,44,94,46,344,1,30,96.53,7,0.0,96.53,40.5426,0.42,2,0
98,CA-2017-157833,45,95,47,309,3,35,51.312,3,0.2,64.13999999999999,17.9592,0.35,3,0
99,CA-2016-149223,46,96,48,109,2,42,77.88,6,0.0,77.88,22.5852,0.29000000000000004,5,0
100,CA-2016-158568,47,97,49,477,2,27,64.624,7,0.2,80.77999999999999,22.6184,0.35000000000000003,4,0
101,CA-2016-158568,47,98,49,477,2,27,95.976,3,0.2,119.97,-10.7973,-0.1125,4,0
102,CA-2016-158568,47,99,49,477,2,27,1.788,3,0.8,8.940000000000001,-3.0396,-1.7,4,1
103,CA-2016-129903,48,100,50,430,1,39,23.92,4,0.0,23.92,11.7208,0.49,3,0
104,US-2015-156867,49,101,51,973,2,43,238.896,6,0.2,298.61999999999995,-26.8758,-0.11250000000000002,4,0
105,US-2015-156867,49,102,51,973,2,43,102.36,3,0.2,127.94999999999999,-3.8385,-0.0375,4,0
106,US-2015-156867,49,103,51,973,2,43,36.882,3,0.7,122.93999999999997,-25.8174,-0.7000000000000001,4,1
107,CA-2017-119004,50,104,52,355,2,44,74.112,8,0.2,92.63999999999999,17.6016,0.23750000000000004,5,0
108,CA-2017-119004,50,105,52,355,2,44,27.992,1,0.2,34.99,2.0994,0.075,5,0
109,CA-2017-119004,50,106,52,355,2,44,3.304,1,0.2,4.13,1.0738,0.32500000000000007,5,0
110,CA-2015-129476,51,107,53,1183,2,45,339.96,5,0.2,424.94999999999993,67.992,0.20000000000000004,5,0
111,CA-2017-146780,52,108,54,248,2,46,41.96,2,0.0,41.96,10.9096,0.25999999999999995,5,0
112,CA-2016-128867,53,109,55,339,2,47,75.96,2,0.0,75.96,22.788,0.30000000000000004,7,0
113,CA-2016-128867,53,110,55,339,2,47,27.24,6,0.0,27.24,13.3476,0.49000000000000005,7,0
114,CA-2014-115259,54,111,56,10,1,48,40.096,14,0.2,50.11999999999999,14.5348,0.36250000000000004,2,0
115,CA-2014-115259,54,112,56,10,1,48,4.72,2,0.2,5.8999999999999995,1.652,0.35,2,0
116,CA-2014-115259,54,113,56,10,1,48,23.976,3,0.2,29.97,7.4925,0.3125,2,0
117,CA-2014-115259,54,114,56,10,1,48,130.464,6,0.2,163.07999999999998,44.0316,0.33749999999999997,2,0
118,CA-2015-110457,55,115,57,700,2,6,787.53,3,0.0,787.53,165.3813,0.21000000000000002,4,0
119,US-2015-136476,56,116,58,890,2,49,157.794,1,0.7,525.9799999999999,-115.7156,-0.7333333333333333,5,1
120,CA-2016-103730,57,117,2,1086,3,50,47.04,3,0.0,47.04,18.3456,0.39,3,0
121,CA-2016-103730,57,9,2,1086,3,50,30.84,4,0.0,30.84,13.878,0.45,3,0
122,CA-2016-103730,57,118,2,1086,3,50,226.56,6,0.0,226.56,63.4368,0.27999999999999997,3,0
123,CA-2016-103730,57,119,2,1086,3,50,115.02,9,0.0,115.02,51.759,0.45,3,0
124,CA-2016-103730,57,120,2,1086,3,50,68.04,7,0.0,68.04,19.7316,0.29,3,0
125,US-2014-152030,58,121,59,130,1,17,600.558,3,0.3,857.94,-8.5794,-0.014285714285714285,2,1
126,US-2014-134614,59,122,60,795,2,51,617.7,6,0.5,1235.4,-407.682,-0.66,5,1
127,US-2017-107272,60,123,61,106,2,52,2.388,2,0.7,7.959999999999998,-1.8308,-0.7666666666666667,7,1
128,US-2017-107272,60,124,61,106,2,52,243.992,7,0.2,304.98999999999995,30.499,0.125,7,0
129,US-2016-125969,61,65,62,339,1,26,81.424,2,0.2,101.78,-9.1602,-0.11249999999999999,4,0
130,US-2016-125969,61,125,62,339,1,26,238.56,3,0.0,238.56,26.2416,0.10999999999999999,4,0
131,US-2017-164147,62,126,63,1120,3,48,59.97,5,0.4,99.95,-11.994,-0.2,3,1
132,US-2017-164147,62,127,63,1120,3,48,78.304,2,0.2,97.88,29.364,0.375,3,0
133,US-2017-164147,62,128,63,1120,3,48,21.456,9,0.2,26.819999999999997,6.9732,0.325,3,0
134,CA-2016-145583,63,129,64,1243,2,53,20.04,3,0.0,20.04,9.6192,0.48,6,0
135,CA-2016-145583,63,130,64,1243,2,53,35.44,1,0.0,35.44,16.6568,0.47000000000000003,6,0
136,CA-2016-145583,63,131,64,1243,2,53,11.52,4,0.0,11.52,3.456,0.3,6,0
137,CA-2016-145583,63,132,64,1243,2,53,4.02,2,0.0,4.02,1.9698,0.49000000000000005,6,0
138,CA-2016-145583,63,133,64,1243,2,53,76.176,3,0.2,95.22,26.6616,0.35,6,0
139,CA-2016-145583,63,134,64,1243,2,53,65.88,6,0.0,65.88,18.4464,0.28,6,0
140,CA-2016-145583,63,51,64,1243,2,53,43.12,14,0.0,43.12,20.6976,0.48000000000000004,6,0
141,CA-2016-110366,64,29,65,1244,1,12,82.8,2,0.2,103.49999999999999,10.35,0.125,2,0
142,CA-2017-106180,65,135,66,398,2,35,8.82,3,0.0,8.82,2.3814,0.27,5,0
143,CA-2017-106180,65,136,66,398,2,35,10.86,3,0.0,10.86,5.1042,0.47,5,0
144,CA-2017-106180,65,137,66,398,2,35,143.7,3,0.0,143.7,68.976,0.48000000000000004,5,0
145,CA-2017-155376,66,138,67,754,2,54,839.43,3,0.0,839.43,218.2518,0.26,5,0
146,CA-2015-110744,67,83,68,812,2,55,671.93,7,0.0,671.93,20.1579,0.030000000000000006,5,0
147,CA-2014-110072,68,139,69,920,2,56,93.888,4,0.2,117.36,12.9096,0.13749999999999998,6,0
148,CA-2016-114489,69,140,6,11,2,57,384.45,11,0.0,384.45,103.8015,0.27,4,0
149,CA-2016-114489,69,141,6,11,2,57,149.97,3,0.0,149.97,5.9988,0.04,4,0
150,CA-2016-114489,69,2,6,11,2,57,1951.84,8,0.0,1951.84,585.552,0.30000000000000004,4,0
151,CA-2016-114489,69,142,6,11,2,57,171.55,5,0.0,171.55,80.6285,0.47,4,0
152,CA-2016-158834,70,143,70,1245,3,58,157.92,5,0.2,197.39999999999998,17.766,0.1125,3,0
153,CA-2016-158834,70,144,70,1245,3,58,203.184,2,0.2,253.98,15.2388,0.075,3,0
154,CA-2015-124919,71,145,71,1246,3,59,58.38,7,0.0,58.38,26.271,0.45,2,0
155,CA-2015-124919,71,146,71,1246,3,59,105.52,4,0.0,105.52,48.5392,0.46,2,0
156,CA-2015-124919,71,147,71,1246,3,59,80.88,6,0.0,80.88,21.0288,0.26,2,0
157,CA-2015-118948,72,148,72,1247,2,60,6.63,3,0.0,6.63,1.7901,0.27,6,0
158,CA-2014-104269,73,121,73,1248,1,61,457.568,2,0.2,571.9599999999999,51.4764,0.1125,5,0
159,CA-2016-114104,74,149,74,391,2,62,14.62,2,0.0,14.62,6.8714,0.47000000000000003,4,0
160,CA-2016-114104,74,150,74,391,2,62,944.93,7,0.0,944.93,236.2325,0.25,4,0
161,CA-2016-162733,75,151,75,537,3,63,5.98,1,0.0,5.98,2.691,0.44999999999999996,1,0
162,CA-2015-119697,76,152,76,621,1,64,54.384,2,0.2,67.97999999999999,1.3596,0.024999999999999998,3,0
163,CA-2016-154508,77,153,77,74,2,65,28.4,5,0.0,28.4,13.348,0.47000000000000003,4,0
164,CA-2016-113817,78,154,78,584,2,61,27.68,2,0.2,34.599999999999994,9.688,0.35000000000000003,4,0
165,CA-2014-139892,79,155,79,172,2,66,9.936,3,0.2,12.42,2.7324,0.275,4,0
166,CA-2014-139892,79,156,79,172,2,66,8159.952,8,0.4,13599.92,-1359.992,-0.16666666666666666,4,1
167,CA-2014-139892,79,157,79,172,2,66,275.928,3,0.2,344.90999999999997,-58.6347,-0.21250000000000002,4,0
168,CA-2014-139892,79,158,79,172,2,66,1740.06,9,0.3,2485.8,-24.858,-0.014285714285714287,4,1
169,CA-2014-139892,79,159,79,172,2,66,32.064,6,0.2,40.08,6.8136,0.2125,4,0
170,CA-2014-139892,79,160,79,172,2,66,177.98,5,0.8,889.9000000000001,-453.849,-2.5500000000000003,4,1
171,CA-2014-139892,79,161,79,172,2,66,143.976,3,0.2,179.97,8.9985,0.0625,4,0
172,CA-2014-118962,80,162,80,129,2,26,20.94,3,0.0,20.94,9.8418,0.4699999999999999,4,0
173,CA-2014-118962,80,163,80,129,2,26,110.96,2,0.0,110.96,53.2608,0.48000000000000004,4,0
174,CA-2014-118962,80,164,80,129,2,26,340.144,7,0.2,425.18,21.259,0.0625,4,0
175,US-2014-100853,81,165,81,112,2,37,52.448,2,0.8,262.24000000000007,-131.12,-2.5,5,1
176,US-2014-100853,81,166,81,112,2,37,20.16,4,0.2,25.2,6.552,0.32499999999999996,5,0
177,US-2017-152366,82,167,82,1017,1,67,97.264,4,0.8,486.3200000000001,-243.16,-2.5,4,1
178,US-2015-101511,33,168,83,522,1,56,396.802,7,0.3,566.86,-11.3372,-0.028571428571428567,2,1
179,US-2015-101511,33,169,83,522,1,56,15.88,5,0.2,19.85,-3.7715,-0.2375,2,0
180,CA-2015-137225,83,170,84,547,2,30,3.28,1,0.0,3.28,1.4104,0.43000000000000005,4,0
181,CA-2014-166191,84,171,30,338,1,68,24.816,2,0.2,31.019999999999996,1.8612,0.075,4,0
182,CA-2014-166191,84,172,30,338,1,68,408.744,7,0.2,510.93,76.6395,0.18749999999999997,4,0
183,CA-2014-158274,85,173,85,157,1,69,503.96,4,0.0,503.96,131.0296,0.26,5,0
184,CA-2014-158274,85,174,85,157,1,69,149.95,5,0.0,149.95,41.986,0.28,5,0
185,CA-2014-158274,85,175,85,157,1,69,29.0,2,0.0,29.0,7.25,0.25,5,0
186,CA-2016-105018,86,176,86,500,2,70,7.16,2,0.0,7.16,3.4368,0.48,4,0
187,CA-2014-123260,87,177,87,1195,2,4,176.8,8,0.0,176.8,22.984,0.13,4,0
188,CA-2016-157000,88,178,88,406,2,71,37.224,3,0.2,46.529999999999994,3.7224,0.1,6,0
189,CA-2016-157000,88,145,88,406,2,71,20.016,3,0.2,25.019999999999996,6.255,0.3125,6,0
190,CA-2015-102281,89,179,89,1249,3,46,899.136,4,0.2,1123.9199999999998,112.392,0.125,2,0
191,CA-2015-102281,89,180,89,1249,3,46,71.76,6,0.0,71.76,20.0928,0.27999999999999997,2,0
192,CA-2015-102281,89,181,89,1249,3,46,51.84,8,0.0,51.84,24.8832,0.4799999999999999,2,0
193,CA-2015-102281,89,38,89,1249,3,46,626.352,3,0.2,782.9399999999999,46.9764,0.075,2,0
194,CA-2015-102281,89,182,89,1249,3,46,19.9,5,0.0,19.9,6.567,0.33,2,0
195,CA-2015-131457,90,30,90,377,2,72,14.28,7,0.0,14.28,6.7116,0.47000000000000003,6,0
196,CA-2014-140004,91,183,91,728,2,73,7.408,2,0.2,9.26,1.2038,0.16249999999999998,4,0
197,CA-2014-140004,91,184,91,728,2,73,6.048,3,0.2,7.56,1.5876,0.26249999999999996,4,0
198,CA-2017-107720,92,185,45,39,2,74,46.26,3,0.0,46.26,12.0276,0.26,7,0
199,US-2017-124303,93,186,92,1003,2,75,2.946,2,0.7,9.819999999999999,-2.2586,-0.7666666666666666,7,1
200,US-2017-124303,93,187,92,1003,2,75,16.056,3,0.2,20.07,5.8203,0.36249999999999993,7,0
201,CA-2017-105074,94,188,93,223,2,76,21.744,3,0.2,27.18,6.795,0.3125,5,0
202,CA-2014-133690,95,189,94,80,3,77,218.75,2,0.5,437.5,-161.875,-0.74,2,1
203,CA-2014-133690,95,190,94,80,3,77,2.6,1,0.2,3.25,0.2925,0.11249999999999999,2,0
204,US-2017-116701,96,191,95,203,1,78,66.284,2,0.8,331.42000000000013,-178.9668,-2.6999999999999997,4,1
205,CA-2017-126382,97,192,96,1250,2,79,35.168,7,0.2,43.959999999999994,9.6712,0.275,4,0
206,CA-2017-108329,98,193,35,818,2,80,444.768,4,0.2,555.9599999999999,44.4768,0.1,5,0
207,CA-2017-135860,99,194,97,227,2,81,83.92,4,0.0,83.92,5.8744,0.06999999999999999,6,0
208,CA-2017-135860,99,195,97,227,2,81,131.98,2,0.0,131.98,35.6346,0.27,6,0
209,CA-2017-135860,99,123,97,227,2,81,15.92,4,0.0,15.92,7.4824,0.47000000000000003,6,0
210,CA-2017-135860,99,196,97,227,2,81,52.29,9,0.0,52.29,16.2099,0.31000000000000005,6,0
211,CA-2017-135860,99,197,97,227,2,81,91.99,1,0.0,91.99,3.6796,0.04000000000000001,6,0
212,CA-2015-101007,100,198,98,1251,1,78,20.8,2,0.2,26.0,6.5,0.3125,4,0
213,CA-2015-146262,101,199,99,1146,2,82,23.68,2,0.2,29.599999999999998,8.88,0.37500000000000006,7,0
214,CA-2015-146262,101,200,99,1146,2,82,452.45,5,0.5,904.9,-244.323,-0.54,7,1
215,CA-2015-146262,101,105,99,1146,2,82,62.982,3,0.4,104.97,-14.6958,-0.23333333333333334,7,1
216,CA-2015-146262,101,201,99,1146,2,82,1188.0,9,0.7,3959.9999999999995,-950.4,-0.7999999999999999,7,1
217,CA-2015-146262,101,202,99,1146,2,82,89.584,2,0.2,111.98,4.4792,0.049999999999999996,7,0
218,CA-2016-130162,102,178,100,475,2,4,93.06,6,0.0,93.06,26.0568,0.27999999999999997,4,0
219,CA-2016-130162,102,203,100,475,2,4,302.376,3,0.2,377.96999999999997,22.6782,0.07500000000000001,4,0
220,CA-2015-169397,103,204,101,18,3,83,5.584,2,0.2,6.9799999999999995,1.8148,0.325,3,0
221,CA-2015-169397,103,205,101,18,3,83,22.704,6,0.2,28.38,8.2302,0.3625,3,0
222,CA-2015-169397,103,92,101,18,3,83,19.776,4,0.7,65.91999999999999,-13.8432,-0.7,3,1
223,CA-2015-169397,103,206,101,18,3,83,72.704,4,0.2,90.87999999999998,19.0848,0.26250000000000007,3,0
224,CA-2015-169397,103,207,101,18,3,83,479.988,4,0.7,1599.9599999999998,-383.9904,-0.8,3,1
225,CA-2015-169397,103,208,101,18,3,83,27.168,2,0.2,33.959999999999994,2.7168,0.1,3,0
226,CA-2015-163055,104,209,102,749,2,84,2.2,1,0.0,2.2,0.968,0.43999999999999995,7,0
227,CA-2015-163055,104,210,102,749,2,84,622.45,5,0.0,622.45,136.939,0.21999999999999997,7,0
228,CA-2015-163055,104,211,102,749,2,84,21.98,1,0.0,21.98,0.2198,0.01,7,0
229,US-2015-145436,105,212,103,1252,2,85,161.568,2,0.2,201.96,-28.2744,-0.175,4,0
230,US-2015-145436,105,213,103,1252,2,85,389.696,8,0.2,487.12,43.8408,0.1125,4,0
231,US-2014-156216,106,214,104,329,2,44,18.648,7,0.7,62.15999999999999,-12.432,-0.6666666666666667,4,1
232,US-2017-100930,38,215,105,484,2,86,233.86,2,0.45,425.2,-102.048,-0.43636363636363634,5,1
233,US-2017-100930,38,216,105,484,2,86,620.6145,3,0.45,1128.3899999999999,-248.2458,-0.39999999999999997,5,1
234,US-2017-100930,38,214,105,484,2,86,5.328,2,0.7,17.759999999999998,-3.552,-0.6666666666666666,5,1
235,US-2017-100930,38,217,105,484,2,86,258.072,3,0.2,322.59,0.0,0.0,5,0
236,US-2017-100930,38,218,105,484,2,86,617.976,3,0.2,772.4699999999999,-7.7247,-0.0125,5,0
237,CA-2017-160514,107,219,106,674,2,87,10.56,2,0.0,10.56,4.752,0.44999999999999996,4,0
238,CA-2016-157749,108,220,31,633,1,27,25.92,5,0.2,32.4,9.396,0.3625,5,0
239,CA-2016-157749,108,221,31,633,1,27,419.68,5,0.6,1049.2,-356.728,-0.85,5,1
240,CA-2016-157749,108,222,31,633,1,27,11.688,3,0.6,29.22,-4.6752,-0.4,5,1
241,CA-2016-157749,108,223,31,633,1,27,31.984,2,0.2,39.98,11.1944,0.35,5,0
242,CA-2016-157749,108,224,31,633,1,27,177.225,5,0.5,354.45,-120.513,-0.68,5,1
243,CA-2016-157749,108,225,31,633,1,27,4.044,3,0.6,10.109999999999998,-2.8308,-0.7000000000000001,5,1
244,CA-2016-157749,108,183,31,633,1,27,7.408,2,0.2,9.26,1.2038,0.16249999999999998,5,0
245,CA-2014-131926,109,121,107,572,1,88,2001.86,7,0.0,2001.86,580.5394,0.29000000000000004,5,0
246,CA-2014-131926,109,226,107,572,1,88,166.72,2,0.0,166.72,41.68,0.25,5,0
247,CA-2014-131926,109,227,107,572,1,88,47.88,6,0.0,47.88,23.94,0.5,5,0
248,CA-2014-131926,109,228,107,572,1,88,1503.25,5,0.0,1503.25,496.0725,0.33,5,0
249,CA-2014-131926,109,181,107,572,1,88,25.92,4,0.0,25.92,12.4416,0.4799999999999999,5,0
250,CA-2016-154739,110,229,108,273,1,10,321.568,2,0.2,401.96,28.1372,0.08750000000000001,5,0
251,CA-2016-145625,111,230,109,43,2,89,7.61,1,0.0,7.61,3.5767,0.47000000000000003,6,0
252,CA-2016-145625,111,218,109,43,2,89,3347.37,13,0.0,3347.37,636.0003,0.19000000000000003,6,0
253,CA-2016-146941,112,231,108,181,3,24,80.58,6,0.0,80.58,22.5624,0.28,3,0
254,CA-2016-146941,112,232,108,181,3,24,361.92,4,0.0,361.92,162.864,0.45,3,0
255,US-2015-159982,113,225,110,785,2,37,12.132,9,0.6,30.33,-8.4924,-0.7000000000000001,6,1
